DHID,x,y,z,Vein,Au
0.0,233.58590946354968,22.680310518371233,173.83800807324852,0,
0.0,233.50045065933836,22.990060728485073,172.89103837990177,0,
0.0,233.41499185512703,23.299810938598913,171.94406868655506,0,
0.0,233.3295330509157,23.609561148712757,170.9970989932083,0,
0.0,233.24407424670437,23.919311358826597,170.0501292998616,0,
0.0,233.15861544249304,24.229061568940438,169.10315960651485,0,
0.0,233.07315663828172,24.538811779054278,168.15618991316813,0,
0.0,232.9876978340704,24.848561989168118,167.2092202198214,0,
0.0,232.90223902985906,25.15831219928196,166.26225052647467,0,
0.0,232.81678022564773,25.468062409395802,165.31528083312793,0,
0.0,232.73132142143638,25.777812619509643,164.3683111397812,0,
0.0,232.64586261722505,26.087562829623483,163.42134144643447,0,
0.0,232.56040381301372,26.397313039737323,162.47437175308775,0,
0.0,232.4749450088024,26.707063249851164,161.527402059741,0,
0.0,232.38948620459107,27.016813459965004,160.5804323663943,0,
0.0,232.30402740037974,27.326563670078848,159.63346267304755,0,
0.0,232.2185685961684,27.636313880192688,158.68649297970083,0,
0.0,232.13310979195708,27.94606409030653,157.73952328635409,0,
0.0,232.04765098774575,28.25581430042037,156.79255359300737,0,
0.0,231.96219218353443,28.56556451053421,155.84558389966062,0,
0.0,231.8767333793231,28.87531472064805,154.89861420631388,0,
0.0,231.79127457511177,29.18506493076189,153.95164451296716,0,
0.0,231.70581577090044,29.49481514087573,153.00467481962045,0,
0.0,231.62035696668912,29.804565350989577,152.0577051262737,0,
0.0,231.5348981624778,30.114315561103414,151.110735432927,0,
0.0,231.44943935826646,30.424065771217254,150.16376573958024,0,
0.0,231.36398055405513,30.733815981331094,149.21679604623353,0,
0.0,231.2785217498438,31.04356619144494,148.26982635288678,0,
0.0,231.19306294563248,31.35331640155878,147.32285665954004,0,
0.0,231.10760414142115,31.66306661167262,146.37588696619332,0,
0.0,231.02214533720982,31.97281682178646,145.4289172728466,0,
0.0,230.93668653299846,32.2825670319003,144.48194757949986,0,
0.0,230.85122772878714,32.59231724201414,143.53497788615311,0,
0.0,230.7657689245758,32.90206745212798,142.5880081928064,0,
0.0,230.68031012036448,33.21181766224182,141.64103849945968,0,
0.0,230.59485131615315,33.52156787235566,140.69406880611294,0,
0.0,230.50939251194183,33.83131808246951,139.7470991127662,0,
0.0,230.4239337077305,34.14106829258335,138.80012941941948,0,
0.0,230.33847490351917,34.45081850269719,137.85315972607276,0,
0.0,230.25301609930784,34.76056871281102,136.90619003272602,0,
0.0,230.16755729509651,35.07031892292487,135.95922033937927,0,
0.0,230.0820984908852,35.38006913303871,135.01225064603256,0,
0.0,229.99663968667386,35.68981934315255,134.06528095268584,0,
0.0,229.91118088246253,35.99956955326639,133.1183112593391,0,
0.0,229.8257220782512,36.30931976338023,132.17134156599235,0,
0.0,229.74026327403988,36.61906997349408,131.22437187264563,0,
0.0,229.65480446982855,36.92882018360791,130.27740217929892,0,
0.0,229.56934566561722,37.23857039372175,129.33043248595217,0,
0.0,229.4838868614059,37.54832060383559,128.38346279260543,0,
0.0,229.39842805719456,37.85807081394944,127.43649309925871,0,
0.0,229.31296925298324,38.16782102406328,126.48952340591197,0,
0.0,229.2275104487719,38.47757123417712,125.54255371256525,0,
0.0,229.14205164456055,38.78732144429097,124.5955840192185,1,1.649176001548767
0.0,229.05659284034923,39.0970716544048,123.64861432587179,1,2.3130224146233425
